[2026-04-10T19:26:53,914-07:00] <load-db-privacy-tokens> DEBUG tasks  - Started task[load-db-privacy-tokens]
[2026-04-10T19:29:57,814-07:00] <document-pruning-by-count> DEBUG tasks  - Finished task[document-pruning-by-count] in 9 ms
[2026-04-10T19:29:57,815-07:00] <document-pruning-by-count> DEBUG tasks  - Started task[document-pruning-by-count]
[2026-04-10T19:29:57,819-07:00] <document-pruning-by-count> DEBUG tasks  - Finished task[document-pruning-by-count] in 4 ms
[2026-04-10T19:29:59,127-07:00] <autolink-registry-flush> DEBUG tasks  - Started task[autolink-registry-flush]
[2026-04-10T19:29:59,127-07:00] <autolink-registry-flush> DEBUG tasks  - Finished task[autolink-registry-flush] in 0 ms
[2026-04-10T19:29:59,139-07:00] <live-performance-analytics> DEBUG tasks  - Started task[live-performance-analytics]
[2026-04-10T19:29:59,139-07:00] <trigger-throttling-cache-flush> DEBUG tasks  - Started task[trigger-throttling-cache-flush]
[2026-04-10T19:29:59,139-07:00] <live-performance-analytics> DEBUG tasks  - Finished task[live-performance-analytics] in 0 ms
[2026-04-10T19:29:59,139-07:00] <trigger-throttling-cache-flush> DEBUG tasks  - Finished task[trigger-throttling-cache-flush] in 0 ms
[2026-04-10T19:29:59,228-07:00] <scan-cache-clean> DEBUG tasks  - Started task[scan-cache-clean]
[2026-04-10T19:29:59,231-07:00] <check-network-interfaces> DEBUG tasks  - Started task[check-network-interfaces]
[2026-04-10T19:29:59,231-07:00] <check-network-interfaces> DEBUG tasks  - Finished task[check-network-interfaces] in 0 ms
[2026-04-10T19:29:59,232-07:00] <scan-cache-clean> INFO  tasks  - Scans flushed: 0, expired: 0 on site '69d9b168c8de07dbba3d44f4'
[2026-04-10T19:29:59,232-07:00] <scan-cache-clean> DEBUG tasks  - Finished task[scan-cache-clean] in 4 ms
[2026-04-10T19:29:59,283-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T19:29:59,284-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 1 ms
[2026-04-10T19:29:59,993-07:00] <stat-processor> DEBUG tasks  - Started task[stat-processor]
[2026-04-10T19:30:00,033-07:00] <stat-processor> DEBUG tasks  - Finished task[stat-processor] in 40 ms
[2026-04-10T19:30:04,284-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T19:30:04,284-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 0 ms
[2026-04-10T19:30:07,729-07:00] <device-state-check> DEBUG tasks  - Started task[device-state-check]
[2026-04-10T19:30:07,730-07:00] <device-state-check> DEBUG tasks  - Finished task[device-state-check] in 1 ms
[2026-04-10T19:30:09,177-07:00] <get-ulp-manifest> DEBUG tasks  - Started task[get-ulp-manifest]
[2026-04-10T19:30:09,179-07:00] <get-ulp-manifest> DEBUG tasks  - Finished task[get-ulp-manifest] in 2 ms
[2026-04-10T19:30:09,231-07:00] <stamgr> DEBUG tasks  - Started task[stamgr]
[2026-04-10T19:30:09,232-07:00] <stamgr> DEBUG tasks  - Finished task[stamgr] in 1 ms
[2026-04-10T19:30:09,284-07:00] <webrtc-connection> DEBUG tasks  - Started task[webrtc-connection]
[2026-04-10T19:30:09,285-07:00] <webrtc-connection> DEBUG tasks  - Finished task[webrtc-connection] in 1 ms
[2026-04-10T19:30:09,285-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T19:30:09,285-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 0 ms
[2026-04-10T19:30:12,132-07:00] <wifi-connectivity-events-prune> DEBUG tasks  - Started task[wifi-connectivity-events-prune]
[2026-04-10T19:30:12,135-07:00] <wifi-connectivity-events-prune> DEBUG tasks  - Finished task[wifi-connectivity-events-prune] in 3 ms
[2026-04-10T19:30:14,286-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T19:30:14,286-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 0 ms
[2026-04-10T19:30:19,284-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T19:30:19,285-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 1 ms
[2026-04-10T19:30:24,285-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T19:30:24,285-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 0 ms
[2026-04-10T19:30:29,134-07:00] <traffic-flows-throughput> DEBUG tasks  - Started task[traffic-flows-throughput]
[2026-04-10T19:30:29,135-07:00] <traffic-flows-throughput> INFO  tasks  - Traffic Flows throughput: 0 incoming flow events in last 60001ms. (0.0/fps)
[2026-04-10T19:30:29,135-07:00] <traffic-flows-throughput> DEBUG tasks  - Finished task[traffic-flows-throughput] in 1 ms
[2026-04-10T19:30:29,209-07:00] <thread-monitor> DEBUG tasks  - Started task[thread-monitor]
[2026-04-10T19:30:29,209-07:00] <thread-monitor> INFO  tasks  - connector[webapi]	active=0(2)/200,  	queue=0/1000,	completed=50
[2026-04-10T19:30:29,210-07:00] <thread-monitor> INFO  tasks  - connector[inform]	active=0(1)/200,  	queue=0/200,	completed=0
[2026-04-10T19:30:29,210-07:00] <thread-monitor> INFO  tasks  - connector[portal]	active=0(0)/200,  	queue=0/1000,	completed=0
[2026-04-10T19:30:29,210-07:00] <thread-monitor> INFO  tasks  - connector[support]	active=0(0)/200,  	queue=0/1000,	completed=0
[2026-04-10T19:30:29,210-07:00] <thread-monitor> INFO  tasks  - async[ws-notify]	active=0(0)/0,  	queue=0/100,	completed=0
[2026-04-10T19:30:29,210-07:00] <thread-monitor> INFO  tasks  - async[inform_stat]	active=0(6)/6,  	queue=0/5,	completed=0
[2026-04-10T19:30:29,210-07:00] <thread-monitor> INFO  tasks  - async[external-cmd]	active=0(0)/0,  	queue=0/0,	completed=0
[2026-04-10T19:30:29,211-07:00] <thread-monitor> INFO  tasks  - async[firmware-dl]	active=0(0)/0,  	queue=0/100,	completed=0
[2026-04-10T19:30:29,211-07:00] <thread-monitor> INFO  tasks  - async[event-async]	active=0(16)/16,  	queue=0,	completed=45
[2026-04-10T19:30:29,211-07:00] <thread-monitor> INFO  tasks  - scheduled[highest]	active=0(0)/0,  	queue=0,	completed=0
[2026-04-10T19:30:29,211-07:00] <thread-monitor> INFO  tasks  - scheduled[standard]	active=1(2)/2,  	queue=41,	completed=75
[2026-04-10T19:30:29,211-07:00] <thread-monitor> INFO  tasks  - scheduled[lowest]	active=0(1)/1,  	queue=12,	completed=46
[2026-04-10T19:30:29,211-07:00] <thread-monitor> INFO  tasks  - scheduled[alarms]	active=0(0)/0,  	queue=0,	completed=0
[2026-04-10T19:30:29,211-07:00] <thread-monitor> DEBUG tasks  - Finished task[thread-monitor] in 2 ms
[2026-04-10T19:30:29,286-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T19:30:29,286-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 0 ms
[2026-04-10T19:30:34,286-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T19:30:34,287-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 1 ms
[2026-04-10T19:30:39,287-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T19:30:39,288-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 1 ms
[2026-04-10T19:30:44,288-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T19:30:44,289-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 1 ms
[2026-04-10T19:30:49,288-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T19:30:49,289-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 1 ms
[2026-04-10T19:30:54,289-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T19:30:54,290-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 1 ms
[2026-04-10T19:30:57,779-07:00] <device-connect-incidents> DEBUG tasks  - Started task[device-connect-incidents]
[2026-04-10T19:30:57,780-07:00] <device-connect-incidents> DEBUG tasks  - Finished task[device-connect-incidents] in 1 ms
[2026-04-10T19:30:57,808-07:00] <duplicate-ip-service> DEBUG tasks  - Started task[duplicate-ip-service]
[2026-04-10T19:30:57,810-07:00] <duplicate-ip-service> DEBUG tasks  - Finished task[duplicate-ip-service] in 2 ms
[2026-04-10T19:30:59,125-07:00] <autolink-registry-flush> DEBUG tasks  - Started task[autolink-registry-flush]
[2026-04-10T19:30:59,125-07:00] <autolink-registry-flush> DEBUG tasks  - Finished task[autolink-registry-flush] in 0 ms
[2026-04-10T19:30:59,137-07:00] <live-performance-analytics> DEBUG tasks  - Started task[live-performance-analytics]
[2026-04-10T19:30:59,137-07:00] <trigger-throttling-cache-flush> DEBUG tasks  - Started task[trigger-throttling-cache-flush]
[2026-04-10T19:30:59,138-07:00] <trigger-throttling-cache-flush> DEBUG tasks  - Finished task[trigger-throttling-cache-flush] in 1 ms
[2026-04-10T19:30:59,138-07:00] <live-performance-analytics> DEBUG tasks  - Finished task[live-performance-analytics] in 1 ms
[2026-04-10T19:30:59,229-07:00] <check-network-interfaces> DEBUG tasks  - Started task[check-network-interfaces]
[2026-04-10T19:30:59,229-07:00] <check-network-interfaces> DEBUG tasks  - Finished task[check-network-interfaces] in 1 ms
[2026-04-10T19:30:59,291-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T19:30:59,291-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 1 ms
[2026-04-10T19:31:04,291-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T19:31:04,292-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 1 ms
[2026-04-10T19:31:07,728-07:00] <device-state-check> DEBUG tasks  - Started task[device-state-check]
[2026-04-10T19:31:07,729-07:00] <device-state-check> DEBUG tasks  - Finished task[device-state-check] in 1 ms
[2026-04-10T19:31:09,176-07:00] <get-ulp-manifest> DEBUG tasks  - Started task[get-ulp-manifest]
[2026-04-10T19:31:09,179-07:00] <get-ulp-manifest> DEBUG tasks  - Finished task[get-ulp-manifest] in 3 ms
[2026-04-10T19:31:09,229-07:00] <stamgr> DEBUG tasks  - Started task[stamgr]
[2026-04-10T19:31:09,230-07:00] <stamgr> DEBUG tasks  - Finished task[stamgr] in 1 ms
[2026-04-10T19:31:09,282-07:00] <webrtc-connection> DEBUG tasks  - Started task[webrtc-connection]
[2026-04-10T19:31:09,283-07:00] <webrtc-connection> DEBUG tasks  - Finished task[webrtc-connection] in 1 ms
[2026-04-10T19:31:09,292-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T19:31:09,293-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 1 ms
[2026-04-10T19:31:14,293-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T19:31:14,294-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 1 ms
[2026-04-10T19:31:19,293-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T19:31:19,294-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 1 ms
[2026-04-10T19:31:24,294-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T19:31:24,295-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 1 ms
[2026-04-10T19:31:27,780-07:00] <device-connect-incidents> DEBUG tasks  - Started task[device-connect-incidents]
[2026-04-10T19:31:27,780-07:00] <device-connect-incidents> DEBUG tasks  - Finished task[device-connect-incidents] in 0 ms
[2026-04-10T19:31:29,133-07:00] <traffic-flows-throughput> DEBUG tasks  - Started task[traffic-flows-throughput]
[2026-04-10T19:31:29,133-07:00] <traffic-flows-throughput> INFO  tasks  - Traffic Flows throughput: 0 incoming flow events in last 60001ms. (0.0/fps)
[2026-04-10T19:31:29,134-07:00] <traffic-flows-throughput> DEBUG tasks  - Finished task[traffic-flows-throughput] in 1 ms
[2026-04-10T19:31:29,210-07:00] <thread-monitor> DEBUG tasks  - Started task[thread-monitor]
[2026-04-10T19:31:29,210-07:00] <thread-monitor> INFO  tasks  - connector[webapi]	active=0(2)/200,  	queue=0/1000,	completed=51
[2026-04-10T19:31:29,210-07:00] <thread-monitor> INFO  tasks  - connector[inform]	active=0(1)/200,  	queue=0/200,	completed=0
[2026-04-10T19:31:29,211-07:00] <thread-monitor> INFO  tasks  - connector[portal]	active=0(0)/200,  	queue=0/1000,	completed=0
[2026-04-10T19:31:29,211-07:00] <thread-monitor> INFO  tasks  - connector[support]	active=0(0)/200,  	queue=0/1000,	completed=0
[2026-04-10T19:31:29,211-07:00] <thread-monitor> INFO  tasks  - async[ws-notify]	active=0(0)/0,  	queue=0/100,	completed=0
[2026-04-10T19:31:29,211-07:00] <thread-monitor> INFO  tasks  - async[inform_stat]	active=0(6)/6,  	queue=0/5,	completed=0
[2026-04-10T19:31:29,211-07:00] <thread-monitor> INFO  tasks  - async[external-cmd]	active=0(0)/0,  	queue=0/0,	completed=0
[2026-04-10T19:31:29,211-07:00] <thread-monitor> INFO  tasks  - async[firmware-dl]	active=0(0)/0,  	queue=0/100,	completed=0
[2026-04-10T19:31:29,212-07:00] <thread-monitor> INFO  tasks  - async[event-async]	active=0(16)/16,  	queue=0,	completed=45
[2026-04-10T19:31:29,212-07:00] <thread-monitor> INFO  tasks  - scheduled[highest]	active=0(0)/0,  	queue=0,	completed=0
[2026-04-10T19:31:29,212-07:00] <thread-monitor> INFO  tasks  - scheduled[standard]	active=1(2)/2,  	queue=41,	completed=88
[2026-04-10T19:31:29,212-07:00] <thread-monitor> INFO  tasks  - scheduled[lowest]	active=0(1)/1,  	queue=12,	completed=58
[2026-04-10T19:31:29,212-07:00] <thread-monitor> INFO  tasks  - scheduled[alarms]	active=0(0)/0,  	queue=0,	completed=0
[2026-04-10T19:31:29,212-07:00] <thread-monitor> DEBUG tasks  - Finished task[thread-monitor] in 2 ms
[2026-04-10T19:31:29,295-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T19:31:29,296-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 1 ms
[2026-04-10T19:31:34,296-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T19:31:34,297-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 1 ms
[2026-04-10T19:31:39,297-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T19:31:39,297-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 0 ms
[2026-04-10T19:31:44,298-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T19:31:44,299-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 0 ms
[2026-04-10T19:31:49,298-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T19:31:49,298-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 0 ms
[2026-04-10T19:31:54,299-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T19:31:54,300-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 1 ms
[2026-04-10T19:31:57,779-07:00] <device-connect-incidents> DEBUG tasks  - Started task[device-connect-incidents]
[2026-04-10T19:31:57,780-07:00] <device-connect-incidents> DEBUG tasks  - Finished task[device-connect-incidents] in 1 ms
[2026-04-10T19:31:57,799-07:00] <MAGIC_SITE_TO_SITE_VPN_REQUEST_CONFIG_TASK> DEBUG tasks  - Started task[MAGIC_SITE_TO_SITE_VPN_REQUEST_CONFIG_TASK]
[2026-04-10T19:31:57,799-07:00] <update-fixed-ap-availability-on-start-task> DEBUG tasks  - Started task[update-fixed-ap-availability-on-start-task]
[2026-04-10T19:31:57,800-07:00] <MAGIC_SITE_TO_SITE_VPN_REQUEST_CONFIG_TASK> DEBUG tasks  - Finished task[MAGIC_SITE_TO_SITE_VPN_REQUEST_CONFIG_TASK] in 1 ms
[2026-04-10T19:31:57,800-07:00] <MAGIC_SITE_TO_SITE_VPN_START_CYCLIC_CONNECTION_STATUS_UPDATE_TASK> DEBUG tasks  - Started task[MAGIC_SITE_TO_SITE_VPN_START_CYCLIC_CONNECTION_STATUS_UPDATE_TASK]
[2026-04-10T19:31:57,800-07:00] <MAGIC_SITE_TO_SITE_VPN_START_CYCLIC_CONNECTION_STATUS_UPDATE_TASK> DEBUG tasks  - Finished task[MAGIC_SITE_TO_SITE_VPN_START_CYCLIC_CONNECTION_STATUS_UPDATE_TASK] in 0 ms
[2026-04-10T19:31:57,802-07:00] <update-fixed-ap-availability-on-start-task> DEBUG tasks  - Finished task[update-fixed-ap-availability-on-start-task] in 3 ms
[2026-04-10T19:31:57,808-07:00] <duplicate-ip-service> DEBUG tasks  - Started task[duplicate-ip-service]
[2026-04-10T19:31:57,810-07:00] <duplicate-ip-service> DEBUG tasks  - Finished task[duplicate-ip-service] in 2 ms
[2026-04-10T19:31:59,119-07:00] <SD_WAN_REQUEST_CONFIG_TASK> DEBUG tasks  - Started task[SD_WAN_REQUEST_CONFIG_TASK]
[2026-04-10T19:31:59,120-07:00] <SD_WAN_REQUEST_CONFIG_TASK> DEBUG tasks  - Finished task[SD_WAN_REQUEST_CONFIG_TASK] in 1 ms
[2026-04-10T19:31:59,123-07:00] <autolink-registry-flush> DEBUG tasks  - Started task[autolink-registry-flush]
[2026-04-10T19:31:59,124-07:00] <autolink-registry-flush> DEBUG tasks  - Finished task[autolink-registry-flush] in 1 ms
[2026-04-10T19:31:59,136-07:00] <trigger-throttling-cache-flush> DEBUG tasks  - Started task[trigger-throttling-cache-flush]
[2026-04-10T19:31:59,136-07:00] <trigger-throttling-cache-flush> DEBUG tasks  - Finished task[trigger-throttling-cache-flush] in 0 ms
[2026-04-10T19:31:59,136-07:00] <live-performance-analytics> DEBUG tasks  - Started task[live-performance-analytics]
[2026-04-10T19:31:59,137-07:00] <live-performance-analytics> DEBUG tasks  - Finished task[live-performance-analytics] in 1 ms
[2026-04-10T19:31:59,156-07:00] <ssl-inspection-certificate-expiry-reminder> DEBUG tasks  - Started task[ssl-inspection-certificate-expiry-reminder]
[2026-04-10T19:31:59,160-07:00] <ssl-inspection-certificate-expiry-reminder> DEBUG tasks  - Finished task[ssl-inspection-certificate-expiry-reminder] in 4 ms
[2026-04-10T19:31:59,222-07:00] <db-stat-prune> DEBUG tasks  - Started task[db-stat-prune]
[2026-04-10T19:31:59,222-07:00] <cache-prune> DEBUG tasks  - Started task[cache-prune]
[2026-04-10T19:31:59,223-07:00] <cache-prune> DEBUG tasks  - Finished task[cache-prune] in 1 ms
[2026-04-10T19:31:59,224-07:00] <db-stat-prune> INFO  tasks  - Pruning db objects older than 2160 hours (Sat Jan 10 18:31:59 PST 2026).
[2026-04-10T19:31:59,224-07:00] <check-iot-certificate> DEBUG tasks  - Started task[check-iot-certificate]
[2026-04-10T19:31:59,227-07:00] <check-network-interfaces> DEBUG tasks  - Started task[check-network-interfaces]
[2026-04-10T19:31:59,227-07:00] <check-network-interfaces> DEBUG tasks  - Finished task[check-network-interfaces] in 0 ms
[2026-04-10T19:31:59,239-07:00] <db-stat-prune> DEBUG tasks  - Finished task[db-stat-prune] in 17 ms
[2026-04-10T19:31:59,239-07:00] <db-config-prune> DEBUG tasks  - Started task[db-config-prune]
[2026-04-10T19:31:59,242-07:00] <db-config-prune> DEBUG tasks  - Finished task[db-config-prune] in 3 ms
[2026-04-10T19:31:59,242-07:00] <remotelogger-clean> DEBUG tasks  - Started task[remotelogger-clean]
[2026-04-10T19:31:59,246-07:00] <remotelogger-clean> DEBUG tasks  - Finished task[remotelogger-clean] in 4 ms
[2026-04-10T19:31:59,300-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T19:31:59,300-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 0 ms
[2026-04-10T19:31:59,636-07:00] <check-iot-certificate> DEBUG tasks  - Finished task[check-iot-certificate] in 412 ms
[2026-04-10T19:32:04,301-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T19:32:04,301-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 0 ms
[2026-04-10T19:32:07,727-07:00] <device-state-check> DEBUG tasks  - Started task[device-state-check]
[2026-04-10T19:32:07,729-07:00] <device-state-check> DEBUG tasks  - Finished task[device-state-check] in 2 ms
[2026-04-10T19:32:09,177-07:00] <get-ulp-manifest> DEBUG tasks  - Started task[get-ulp-manifest]
[2026-04-10T19:32:09,179-07:00] <get-ulp-manifest> DEBUG tasks  - Finished task[get-ulp-manifest] in 2 ms
[2026-04-10T19:32:09,225-07:00] <wss-connection> DEBUG tasks  - Started task[wss-connection]
[2026-04-10T19:32:09,225-07:00] <wss-connection> DEBUG tasks  - Finished task[wss-connection] in 0 ms
[2026-04-10T19:32:09,228-07:00] <stamgr> DEBUG tasks  - Started task[stamgr]
[2026-04-10T19:32:09,228-07:00] <stamgr> DEBUG tasks  - Finished task[stamgr] in 0 ms
[2026-04-10T19:32:09,281-07:00] <webrtc-connection> DEBUG tasks  - Started task[webrtc-connection]
[2026-04-10T19:32:09,281-07:00] <webrtc-connection> DEBUG tasks  - Finished task[webrtc-connection] in 0 ms
[2026-04-10T19:32:09,302-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T19:32:09,302-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 0 ms
[2026-04-10T19:32:14,230-07:00] <ips-alert-caching> DEBUG tasks  - Started task[ips-alert-caching]
[2026-04-10T19:32:14,230-07:00] <ips-alert-caching> DEBUG tasks  - Finished task[ips-alert-caching] in 0 ms
[2026-04-10T19:32:14,303-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T19:32:14,303-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 0 ms
